v4	Ix(x1:MINS)	Ix(x1:MINS)*v4	Ix(x2:MINS)	Ix(x2:MINS)*v4	Ix(x3:MINS)	Ix(x3:MINS)*v4
1.099999999999998e+001	1.596654e+000	1.756320e+001	3.096628e+000	3.406291e+001	5.096593e+000	5.606253e+001
1.109999999999998e+001	1.596606e+000	1.772233e+001	3.096580e+000	3.437203e+001	5.096543e+000	5.657163e+001
1.119999999999998e+001	1.596557e+000	1.788143e+001	3.096529e+000	3.468112e+001	5.096492e+000	5.708071e+001
1.129999999999998e+001	1.596505e+000	1.804051e+001	3.096477e+000	3.499019e+001	5.096438e+000	5.758975e+001
1.139999999999998e+001	1.596452e+000	1.819956e+001	3.096423e+000	3.529922e+001	5.096383e+000	5.809876e+001
1.149999999999998e+001	1.596397e+000	1.835857e+001	3.096367e+000	3.560822e+001	5.096325e+000	5.860774e+001
1.159999999999998e+001	1.596340e+000	1.851755e+001	3.096309e+000	3.591718e+001	5.096266e+000	5.911668e+001
1.169999999999997e+001	1.596281e+000	1.867649e+001	3.096249e+000	3.622611e+001	5.096204e+000	5.962558e+001
1.179999999999997e+001	1.596220e+000	1.883540e+001	3.096186e+000	3.653499e+001	5.096139e+000	6.013444e+001
1.189999999999997e+001	1.596156e+000	1.899426e+001	3.096121e+000	3.684384e+001	5.096072e+000	6.064325e+001
1.199999999999997e+001	1.596090e+000	1.915308e+001	3.096052e+000	3.715263e+001	5.096002e+000	6.115202e+001
1.209999999999997e+001	1.596020e+000	1.931184e+001	3.095981e+000	3.746137e+001	5.095928e+000	6.166073e+001
1.219999999999997e+001	1.595948e+000	1.947056e+001	3.095907e+000	3.777007e+001	5.095851e+000	6.216939e+001
1.229999999999997e+001	1.595872e+000	1.962922e+001	3.095829e+000	3.807870e+001	5.095771e+000	6.267798e+001
1.239999999999997e+001	1.595792e+000	1.978782e+001	3.095748e+000	3.838727e+001	5.095687e+000	6.318652e+001
1.249999999999997e+001	1.595709e+000	1.994636e+001	3.095662e+000	3.869578e+001	5.095598e+000	6.369498e+001
1.259999999999997e+001	1.595622e+000	2.010483e+001	3.095573e+000	3.900422e+001	5.095505e+000	6.420337e+001
1.269999999999997e+001	1.595530e+000	2.026323e+001	3.095478e+000	3.931257e+001	5.095407e+000	6.471168e+001
1.279999999999997e+001	1.595433e+000	2.042155e+001	3.095379e+000	3.962085e+001	5.095304e+000	6.521990e+001
1.289999999999997e+001	1.595332e+000	2.057978e+001	3.095275e+000	3.992904e+001	5.095196e+000	6.572803e+001
1.299999999999997e+001	1.595225e+000	2.073792e+001	3.095164e+000	4.023714e+001	5.095081e+000	6.623606e+001
1.309999999999997e+001	1.595112e+000	2.089596e+001	3.095048e+000	4.054513e+001	5.094960e+000	6.674398e+001
1.319999999999997e+001	1.594992e+000	2.105390e+001	3.094925e+000	4.085301e+001	5.094832e+000	6.725178e+001
1.329999999999997e+001	1.594866e+000	2.121172e+001	3.094795e+000	4.116077e+001	5.094697e+000	6.775946e+001
1.339999999999997e+001	1.594733e+000	2.136942e+001	3.094657e+000	4.146841e+001	5.094553e+000	6.826702e+001
1.349999999999997e+001	1.594591e+000	2.152699e+001	3.094512e+000	4.177591e+001	5.094401e+000	6.877442e+001
1.359999999999997e+001	1.594442e+000	2.168441e+001	3.094357e+000	4.208326e+001	5.094240e+000	6.928167e+001
1.369999999999997e+001	1.594283e+000	2.184168e+001	3.094193e+000	4.239045e+001	5.094069e+000	6.978875e+001
1.379999999999997e+001	1.594115e+000	2.199878e+001	3.094019e+000	4.269746e+001	5.093887e+000	7.029565e+001
1.389999999999997e+001	1.593936e+000	2.215570e+001	3.093834e+000	4.300430e+001	5.093694e+000	7.080235e+001
1.399999999999997e+001	1.593745e+000	2.231244e+001	3.093638e+000	4.331093e+001	5.093489e+000	7.130884e+001
1.409999999999997e+001	1.593543e+000	2.246896e+001	3.093429e+000	4.361735e+001	5.093270e+000	7.181511e+001
