v1	I(V2)
3.659999999999966e+000	2.993570e+000
3.669999999999966e+000	2.993403e+000
3.679999999999966e+000	2.993232e+000
3.689999999999965e+000	2.993055e+000
3.699999999999965e+000	2.992872e+000
3.709999999999965e+000	2.992685e+000
3.719999999999965e+000	2.992491e+000
3.729999999999965e+000	2.992291e+000
3.739999999999964e+000	2.992085e+000
3.749999999999964e+000	2.991873e+000
3.759999999999964e+000	2.991655e+000
3.769999999999964e+000	2.991429e+000
3.779999999999963e+000	2.991197e+000
3.789999999999963e+000	2.990958e+000
3.799999999999963e+000	2.990711e+000
3.809999999999963e+000	2.990457e+000
3.819999999999963e+000	2.990195e+000
3.829999999999962e+000	2.989926e+000
3.839999999999962e+000	2.989648e+000
3.849999999999962e+000	2.989362e+000
3.859999999999962e+000	2.989067e+000
3.869999999999962e+000	2.988763e+000
3.879999999999961e+000	2.988451e+000
3.889999999999961e+000	2.988129e+000
3.899999999999961e+000	2.987797e+000
3.909999999999961e+000	2.987456e+000
3.919999999999960e+000	2.987104e+000
3.929999999999960e+000	2.986742e+000
3.939999999999960e+000	2.986370e+000
3.949999999999960e+000	2.985986e+000
3.959999999999960e+000	2.985592e+000
3.969999999999959e+000	2.985186e+000
3.979999999999959e+000	2.984768e+000
3.989999999999959e+000	2.984338e+000
3.999999999999959e+000	2.983895e+000
4.009999999999959e+000	2.983440e+000
4.019999999999959e+000	2.982972e+000
4.029999999999959e+000	2.982491e+000
4.039999999999958e+000	2.981995e+000
4.049999999999958e+000	2.981486e+000
4.059999999999958e+000	2.980963e+000
4.069999999999958e+000	2.980424e+000
4.079999999999957e+000	2.979871e+000
4.089999999999957e+000	2.979302e+000
4.099999999999957e+000	2.978718e+000
4.109999999999957e+000	2.978117e+000
4.119999999999957e+000	2.977500e+000
4.129999999999956e+000	2.976866e+000
4.139999999999956e+000	2.976216e+000
4.149999999999956e+000	2.975547e+000
4.159999999999956e+000	2.974860e+000
4.169999999999956e+000	2.974155e+000
4.179999999999955e+000	2.973432e+000
4.189999999999955e+000	2.972689e+000
4.199999999999955e+000	2.971927e+000
4.209999999999955e+000	2.971144e+000
4.219999999999955e+000	2.970342e+000
4.229999999999954e+000	2.969519e+000
4.239999999999954e+000	2.968674e+000
4.249999999999954e+000	2.967808e+000
4.259999999999954e+000	2.966921e+000
4.269999999999953e+000	2.966011e+000
4.279999999999953e+000	2.965078e+000
4.289999999999953e+000	2.964122e+000
4.299999999999953e+000	2.963143e+000
4.309999999999953e+000	2.962140e+000
4.319999999999952e+000	2.961112e+000
4.329999999999952e+000	2.960060e+000
4.339999999999952e+000	2.958982e+000
4.349999999999952e+000	2.957879e+000
4.359999999999952e+000	2.956751e+000
4.369999999999951e+000	2.955595e+000
4.379999999999951e+000	2.954414e+000
4.389999999999951e+000	2.953205e+000
4.399999999999951e+000	2.951969e+000
4.409999999999950e+000	2.950705e+000
4.419999999999950e+000	2.949413e+000
4.429999999999950e+000	2.948092e+000
4.439999999999950e+000	2.946742e+000
4.449999999999950e+000	2.945363e+000
4.459999999999949e+000	2.943955e+000
4.469999999999949e+000	2.942517e+000
4.479999999999949e+000	2.941048e+000
4.489999999999949e+000	2.939549e+000
4.499999999999949e+000	2.938019e+000
4.509999999999948e+000	2.936457e+000
4.519999999999948e+000	2.934865e+000
4.529999999999948e+000	2.933240e+000
4.539999999999948e+000	2.931583e+000
4.549999999999947e+000	2.929894e+000
4.559999999999947e+000	2.928173e+000
4.569999999999947e+000	2.926418e+000
4.579999999999947e+000	2.924630e+000
4.589999999999947e+000	2.922809e+000
4.599999999999946e+000	2.920954e+000
4.609999999999946e+000	2.919066e+000
4.619999999999946e+000	2.917144e+000
4.629999999999946e+000	2.915187e+000
4.639999999999946e+000	2.913196e+000
4.649999999999945e+000	2.911170e+000
4.659999999999945e+000	2.909110e+000
4.669999999999945e+000	2.907015e+000
4.679999999999945e+000	2.904884e+000
4.689999999999944e+000	2.902719e+000
4.699999999999944e+000	2.900518e+000
4.709999999999944e+000	2.898282e+000
4.719999999999944e+000	2.896011e+000
4.729999999999944e+000	2.893704e+000
4.739999999999943e+000	2.891361e+000
4.749999999999943e+000	2.888983e+000
4.759999999999943e+000	2.886569e+000
4.769999999999943e+000	2.884119e+000
4.779999999999943e+000	2.881633e+000
4.789999999999942e+000	2.879111e+000
4.799999999999942e+000	2.876554e+000
4.809999999999942e+000	2.873960e+000
4.819999999999942e+000	2.871331e+000
4.829999999999942e+000	2.868666e+000
4.839999999999941e+000	2.865966e+000
4.849999999999941e+000	2.863229e+000
4.859999999999941e+000	2.860457e+000
4.869999999999941e+000	2.857649e+000
4.879999999999940e+000	2.854805e+000
4.889999999999940e+000	2.851926e+000
4.899999999999940e+000	2.849012e+000
4.909999999999940e+000	2.846062e+000
4.919999999999940e+000	2.843077e+000
4.929999999999939e+000	2.840056e+000
4.939999999999939e+000	2.837001e+000
4.949999999999939e+000	2.833911e+000
4.959999999999939e+000	2.830786e+000
4.969999999999939e+000	2.827626e+000
4.979999999999938e+000	2.824432e+000
4.989999999999938e+000	2.821204e+000
4.999999999999938e+000	2.817941e+000
5.009999999999938e+000	2.814644e+000
5.019999999999937e+000	2.811313e+000
5.029999999999937e+000	2.807949e+000
5.039999999999937e+000	2.804551e+000
5.049999999999937e+000	2.801120e+000
5.059999999999937e+000	2.797655e+000
5.069999999999936e+000	2.794158e+000
5.079999999999936e+000	2.790627e+000
5.089999999999936e+000	2.787065e+000
5.099999999999936e+000	2.783469e+000
5.109999999999936e+000	2.779842e+000
5.119999999999935e+000	2.776182e+000
5.129999999999935e+000	2.772491e+000
5.139999999999935e+000	2.768768e+000
5.149999999999935e+000	2.765014e+000
5.159999999999934e+000	2.761229e+000
5.169999999999934e+000	2.757412e+000
5.179999999999934e+000	2.753566e+000
5.189999999999934e+000	2.749688e+000
5.199999999999934e+000	2.745781e+000
5.209999999999933e+000	2.741843e+000
5.219999999999933e+000	2.737876e+000
5.229999999999933e+000	2.733879e+000
5.239999999999933e+000	2.729853e+000
5.249999999999933e+000	2.725798e+000
5.259999999999932e+000	2.721714e+000
5.269999999999932e+000	2.717601e+000
5.279999999999932e+000	2.713460e+000
5.289999999999932e+000	2.709291e+000
5.299999999999931e+000	2.705095e+000
5.309999999999931e+000	2.700870e+000
5.319999999999931e+000	2.696618e+000
5.329999999999931e+000	2.692339e+000
5.339999999999931e+000	2.688034e+000
5.349999999999930e+000	2.683701e+000
5.359999999999930e+000	2.679342e+000
5.369999999999930e+000	2.674957e+000
5.379999999999930e+000	2.670546e+000
5.389999999999930e+000	2.666110e+000
5.399999999999929e+000	2.661648e+000
5.409999999999929e+000	2.657160e+000
5.419999999999929e+000	2.652648e+000
5.429999999999929e+000	2.648111e+000
5.439999999999928e+000	2.643550e+000
5.449999999999928e+000	2.638964e+000
5.459999999999928e+000	2.634355e+000
5.469999999999928e+000	2.629721e+000
5.479999999999928e+000	2.625065e+000
5.489999999999927e+000	2.620384e+000
5.499999999999927e+000	2.615681e+000
5.509999999999927e+000	2.610955e+000
5.519999999999927e+000	2.606207e+000
5.529999999999927e+000	2.601436e+000
5.539999999999926e+000	2.596643e+000
5.549999999999926e+000	2.591829e+000
5.559999999999926e+000	2.586992e+000
5.569999999999926e+000	2.582135e+000
5.579999999999926e+000	2.577256e+000
5.589999999999925e+000	2.572356e+000
5.599999999999925e+000	2.567435e+000
5.609999999999925e+000	2.562494e+000
5.619999999999925e+000	2.557533e+000
5.629999999999924e+000	2.552552e+000
5.639999999999924e+000	2.547551e+000
5.649999999999924e+000	2.542530e+000
5.659999999999924e+000	2.537490e+000
5.669999999999924e+000	2.532431e+000
5.679999999999923e+000	2.527353e+000
5.689999999999923e+000	2.522256e+000
5.699999999999923e+000	2.517141e+000
5.709999999999923e+000	2.512008e+000
5.719999999999923e+000	2.506856e+000
5.729999999999922e+000	2.501687e+000
5.739999999999922e+000	2.496500e+000
5.749999999999922e+000	2.491296e+000
5.759999999999922e+000	2.486075e+000
5.769999999999921e+000	2.480837e+000
5.779999999999921e+000	2.475581e+000
5.789999999999921e+000	2.470310e+000
5.799999999999921e+000	2.465022e+000
5.809999999999921e+000	2.459718e+000
5.819999999999920e+000	2.454398e+000
5.829999999999920e+000	2.449063e+000
5.839999999999920e+000	2.443712e+000
5.849999999999920e+000	2.438346e+000
5.859999999999920e+000	2.432964e+000
5.869999999999919e+000	2.427568e+000
5.879999999999919e+000	2.422158e+000
5.889999999999919e+000	2.416732e+000
5.899999999999919e+000	2.411293e+000
5.909999999999918e+000	2.405839e+000
5.919999999999918e+000	2.400372e+000
5.929999999999918e+000	2.394892e+000
5.939999999999918e+000	2.389397e+000
5.949999999999918e+000	2.383890e+000
5.959999999999917e+000	2.378369e+000
5.969999999999917e+000	2.372836e+000
5.979999999999917e+000	2.367290e+000
5.989999999999917e+000	2.361732e+000
5.999999999999917e+000	2.356162e+000
6.009999999999916e+000	2.350579e+000
6.019999999999916e+000	2.344985e+000
6.029999999999916e+000	2.339379e+000
6.039999999999916e+000	2.333762e+000
6.049999999999915e+000	2.328134e+000
6.059999999999915e+000	2.322494e+000
6.069999999999915e+000	2.316844e+000
6.079999999999915e+000	2.311183e+000
6.089999999999915e+000	2.305512e+000
6.099999999999914e+000	2.299831e+000
6.109999999999914e+000	2.294140e+000
6.119999999999914e+000	2.288439e+000
6.129999999999914e+000	2.282729e+000
6.139999999999914e+000	2.277009e+000
6.149999999999913e+000	2.271280e+000
6.159999999999913e+000	2.265542e+000
6.169999999999913e+000	2.259796e+000
6.179999999999913e+000	2.254040e+000
6.189999999999913e+000	2.248277e+000
6.199999999999912e+000	2.242506e+000
6.209999999999912e+000	2.236726e+000
6.219999999999912e+000	2.230939e+000
6.229999999999912e+000	2.225144e+000
6.239999999999911e+000	2.219342e+000
6.249999999999911e+000	2.213534e+000
6.259999999999911e+000	2.207718e+000
6.269999999999911e+000	2.201895e+000
6.279999999999911e+000	2.196067e+000
6.289999999999910e+000	2.190232e+000
6.299999999999910e+000	2.184391e+000
6.309999999999910e+000	2.178544e+000
6.319999999999910e+000	2.172692e+000
6.329999999999910e+000	2.166835e+000
6.339999999999909e+000	2.160972e+000
6.349999999999909e+000	2.155105e+000
6.359999999999909e+000	2.149233e+000
6.369999999999909e+000	2.143357e+000
6.379999999999908e+000	2.137476e+000
6.389999999999908e+000	2.131592e+000
6.399999999999908e+000	2.125704e+000
6.409999999999908e+000	2.119813e+000
6.419999999999908e+000	2.113918e+000
6.429999999999907e+000	2.108021e+000
6.439999999999907e+000	2.102121e+000
6.449999999999907e+000	2.096218e+000
6.459999999999907e+000	2.090314e+000
6.469999999999907e+000	2.084407e+000
6.479999999999906e+000	2.078499e+000
6.489999999999906e+000	2.072589e+000
6.499999999999906e+000	2.066679e+000
6.509999999999906e+000	2.060767e+000
6.519999999999905e+000	2.054855e+000
6.529999999999905e+000	2.048943e+000
6.539999999999905e+000	2.043031e+000
6.549999999999905e+000	2.037119e+000
6.559999999999905e+000	2.031208e+000
6.569999999999904e+000	2.025297e+000
6.579999999999904e+000	2.019388e+000
6.589999999999904e+000	2.013481e+000
6.599999999999904e+000	2.007575e+000
6.609999999999904e+000	2.001672e+000
6.619999999999903e+000	1.995770e+000
6.629999999999903e+000	1.989872e+000
6.639999999999903e+000	1.983977e+000
6.649999999999903e+000	1.978086e+000
6.659999999999902e+000	1.972198e+000
6.669999999999902e+000	1.966314e+000
6.679999999999902e+000	1.960435e+000
6.689999999999902e+000	1.954561e+000
6.699999999999902e+000	1.948693e+000
6.709999999999901e+000	1.942830e+000
6.719999999999901e+000	1.936973e+000
6.729999999999901e+000	1.931123e+000
6.739999999999901e+000	1.925279e+000
6.749999999999901e+000	1.919444e+000
6.759999999999900e+000	1.913615e+000
6.769999999999900e+000	1.907796e+000
6.779999999999900e+000	1.901984e+000
6.789999999999900e+000	1.896182e+000
6.799999999999900e+000	1.890390e+000
6.809999999999899e+000	1.884607e+000
6.819999999999899e+000	1.878836e+000
6.829999999999899e+000	1.873075e+000
6.839999999999899e+000	1.867326e+000
6.849999999999898e+000	1.861589e+000
6.859999999999898e+000	1.855865e+000
6.869999999999898e+000	1.850154e+000
6.879999999999898e+000	1.844457e+000
6.889999999999898e+000	1.838774e+000
6.899999999999897e+000	1.833106e+000
6.909999999999897e+000	1.827454e+000
6.919999999999897e+000	1.821819e+000
6.929999999999897e+000	1.816200e+000
6.939999999999897e+000	1.810599e+000
6.949999999999896e+000	1.805016e+000
6.959999999999896e+000	1.799452e+000
6.969999999999896e+000	1.793908e+000
6.979999999999896e+000	1.788384e+000
6.989999999999895e+000	1.782882e+000
6.999999999999895e+000	1.777402e+000
7.009999999999895e+000	1.771944e+000
7.019999999999895e+000	1.766510e+000
7.029999999999895e+000	1.761101e+000
7.039999999999894e+000	1.755717e+000
7.049999999999894e+000	1.750360e+000
7.059999999999894e+000	1.745029e+000
7.069999999999894e+000	1.739727e+000
7.079999999999894e+000	1.734455e+000
7.089999999999893e+000	1.729212e+000
7.099999999999893e+000	1.724000e+000
7.109999999999893e+000	1.718821e+000
7.119999999999893e+000	1.713675e+000
7.129999999999892e+000	1.708564e+000
7.139999999999892e+000	1.703488e+000
7.149999999999892e+000	1.698449e+000
7.159999999999892e+000	1.693449e+000
7.169999999999892e+000	1.688487e+000
7.179999999999891e+000	1.683566e+000
7.189999999999891e+000	1.678687e+000
7.199999999999891e+000	1.673851e+000
7.209999999999891e+000	1.669060e+000
7.219999999999891e+000	1.664314e+000
7.229999999999890e+000	1.659616e+000
7.239999999999890e+000	1.654967e+000
7.249999999999890e+000	1.650368e+000
7.259999999999890e+000	1.645821e+000
7.269999999999889e+000	1.641327e+000
7.279999999999889e+000	1.636888e+000
7.289999999999889e+000	1.632506e+000
7.299999999999889e+000	1.628181e+000
7.309999999999889e+000	1.623917e+000
7.319999999999888e+000	1.619713e+000
7.329999999999888e+000	1.615572e+000
