v1	I(V2)	Ix(x2:VF0)
5.129999999999935e+000	2.988636e+000	2.988636e+000
5.139999999999935e+000	2.988330e+000	2.988330e+000
5.149999999999935e+000	2.988015e+000	2.988015e+000
5.159999999999934e+000	2.987691e+000	2.987691e+000
5.169999999999934e+000	2.987358e+000	2.987358e+000
5.179999999999934e+000	2.987016e+000	2.987016e+000
5.189999999999934e+000	2.986664e+000	2.986664e+000
5.199999999999934e+000	2.986303e+000	2.986303e+000
5.209999999999933e+000	2.985933e+000	2.985933e+000
5.219999999999933e+000	2.985552e+000	2.985552e+000
5.229999999999933e+000	2.985161e+000	2.985161e+000
5.239999999999933e+000	2.984759e+000	2.984759e+000
5.249999999999933e+000	2.984347e+000	2.984347e+000
5.259999999999932e+000	2.983924e+000	2.983924e+000
5.269999999999932e+000	2.983489e+000	2.983489e+000
5.279999999999932e+000	2.983044e+000	2.983044e+000
5.289999999999932e+000	2.982587e+000	2.982587e+000
5.299999999999931e+000	2.982117e+000	2.982117e+000
5.309999999999931e+000	2.981637e+000	2.981637e+000
5.319999999999931e+000	2.981143e+000	2.981143e+000
5.329999999999931e+000	2.980637e+000	2.980637e+000
5.339999999999931e+000	2.980119e+000	2.980119e+000
5.349999999999930e+000	2.979587e+000	2.979587e+000
5.359999999999930e+000	2.979043e+000	2.979043e+000
5.369999999999930e+000	2.978485e+000	2.978485e+000
5.379999999999930e+000	2.977913e+000	2.977913e+000
5.389999999999930e+000	2.977327e+000	2.977327e+000
5.399999999999929e+000	2.976728e+000	2.976728e+000
5.409999999999929e+000	2.976114e+000	2.976114e+000
5.419999999999929e+000	2.975485e+000	2.975485e+000
5.429999999999929e+000	2.974842e+000	2.974842e+000
5.439999999999928e+000	2.974184e+000	2.974184e+000
5.449999999999928e+000	2.973510e+000	2.973510e+000
5.459999999999928e+000	2.972821e+000	2.972821e+000
5.469999999999928e+000	2.972116e+000	2.972116e+000
5.479999999999928e+000	2.971396e+000	2.971396e+000
5.489999999999927e+000	2.970659e+000	2.970659e+000
5.499999999999927e+000	2.969906e+000	2.969906e+000
5.509999999999927e+000	2.969137e+000	2.969137e+000
5.519999999999927e+000	2.968351e+000	2.968351e+000
5.529999999999927e+000	2.967548e+000	2.967548e+000
5.539999999999926e+000	2.966728e+000	2.966728e+000
5.549999999999926e+000	2.965891e+000	2.965891e+000
5.559999999999926e+000	2.965036e+000	2.965036e+000
5.569999999999926e+000	2.964163e+000	2.964163e+000
5.579999999999926e+000	2.963273e+000	2.963273e+000
5.589999999999925e+000	2.962365e+000	2.962365e+000
5.599999999999925e+000	2.961438e+000	2.961438e+000
5.609999999999925e+000	2.960494e+000	2.960494e+000
5.619999999999925e+000	2.959531e+000	2.959531e+000
5.629999999999924e+000	2.958549e+000	2.958549e+000
5.639999999999924e+000	2.957548e+000	2.957548e+000
5.649999999999924e+000	2.956529e+000	2.956529e+000
5.659999999999924e+000	2.955490e+000	2.955490e+000
5.669999999999924e+000	2.954432e+000	2.954432e+000
5.679999999999923e+000	2.953355e+000	2.953355e+000
5.689999999999923e+000	2.952259e+000	2.952259e+000
5.699999999999923e+000	2.951143e+000	2.951143e+000
5.709999999999923e+000	2.950007e+000	2.950007e+000
5.719999999999923e+000	2.948852e+000	2.948852e+000
5.729999999999922e+000	2.947677e+000	2.947677e+000
5.739999999999922e+000	2.946482e+000	2.946482e+000
5.749999999999922e+000	2.945267e+000	2.945267e+000
5.759999999999922e+000	2.944032e+000	2.944032e+000
5.769999999999921e+000	2.942777e+000	2.942777e+000
5.779999999999921e+000	2.941502e+000	2.941502e+000
5.789999999999921e+000	2.940207e+000	2.940207e+000
5.799999999999921e+000	2.938891e+000	2.938891e+000
5.809999999999921e+000	2.937555e+000	2.937555e+000
5.819999999999920e+000	2.936198e+000	2.936198e+000
5.829999999999920e+000	2.934822e+000	2.934822e+000
5.839999999999920e+000	2.933425e+000	2.933425e+000
5.849999999999920e+000	2.932007e+000	2.932007e+000
5.859999999999920e+000	2.930569e+000	2.930569e+000
5.869999999999919e+000	2.929111e+000	2.929111e+000
5.879999999999919e+000	2.927633e+000	2.927633e+000
5.889999999999919e+000	2.926133e+000	2.926133e+000
5.899999999999919e+000	2.924614e+000	2.924614e+000
5.909999999999918e+000	2.923074e+000	2.923074e+000
5.919999999999918e+000	2.921514e+000	2.921514e+000
5.929999999999918e+000	2.919934e+000	2.919934e+000
5.939999999999918e+000	2.918333e+000	2.918333e+000
5.949999999999918e+000	2.916713e+000	2.916713e+000
5.959999999999917e+000	2.915071e+000	2.915071e+000
5.969999999999917e+000	2.913410e+000	2.913410e+000
5.979999999999917e+000	2.911729e+000	2.911729e+000
5.989999999999917e+000	2.910028e+000	2.910028e+000
5.999999999999917e+000	2.908307e+000	2.908307e+000
6.009999999999916e+000	2.906566e+000	2.906566e+000
6.019999999999916e+000	2.904806e+000	2.904806e+000
6.029999999999916e+000	2.903025e+000	2.903025e+000
6.039999999999916e+000	2.901226e+000	2.901226e+000
6.049999999999915e+000	2.899406e+000	2.899406e+000
6.059999999999915e+000	2.897567e+000	2.897567e+000
6.069999999999915e+000	2.895709e+000	2.895709e+000
6.079999999999915e+000	2.893831e+000	2.893831e+000
6.089999999999915e+000	2.891935e+000	2.891935e+000
6.099999999999914e+000	2.890019e+000	2.890019e+000
6.109999999999914e+000	2.888085e+000	2.888085e+000
6.119999999999914e+000	2.886131e+000	2.886131e+000
6.129999999999914e+000	2.884159e+000	2.884159e+000
6.139999999999914e+000	2.882169e+000	2.882169e+000
6.149999999999913e+000	2.880159e+000	2.880159e+000
6.159999999999913e+000	2.878132e+000	2.878132e+000
6.169999999999913e+000	2.876086e+000	2.876086e+000
6.179999999999913e+000	2.874022e+000	2.874022e+000
6.189999999999913e+000	2.871940e+000	2.871940e+000
6.199999999999912e+000	2.869841e+000	2.869841e+000
6.209999999999912e+000	2.867723e+000	2.867723e+000
6.219999999999912e+000	2.865588e+000	2.865588e+000
6.229999999999912e+000	2.863436e+000	2.863436e+000
6.239999999999911e+000	2.861266e+000	2.861266e+000
6.249999999999911e+000	2.859079e+000	2.859079e+000
6.259999999999911e+000	2.856875e+000	2.856875e+000
6.269999999999911e+000	2.854654e+000	2.854654e+000
6.279999999999911e+000	2.852416e+000	2.852416e+000
6.289999999999910e+000	2.850161e+000	2.850161e+000
6.299999999999910e+000	2.847890e+000	2.847890e+000
6.309999999999910e+000	2.845603e+000	2.845603e+000
6.319999999999910e+000	2.843299e+000	2.843299e+000
6.329999999999910e+000	2.840980e+000	2.840980e+000
6.339999999999909e+000	2.838644e+000	2.838644e+000
6.349999999999909e+000	2.836292e+000	2.836292e+000
6.359999999999909e+000	2.833925e+000	2.833925e+000
6.369999999999909e+000	2.831542e+000	2.831542e+000
6.379999999999908e+000	2.829144e+000	2.829144e+000
6.389999999999908e+000	2.826731e+000	2.826731e+000
6.399999999999908e+000	2.824302e+000	2.824302e+000
6.409999999999908e+000	2.821859e+000	2.821859e+000
6.419999999999908e+000	2.819401e+000	2.819401e+000
6.429999999999907e+000	2.816927e+000	2.816927e+000
6.439999999999907e+000	2.814440e+000	2.814440e+000
6.449999999999907e+000	2.811938e+000	2.811938e+000
6.459999999999907e+000	2.809422e+000	2.809422e+000
6.469999999999907e+000	2.806891e+000	2.806891e+000
6.479999999999906e+000	2.804347e+000	2.804347e+000
6.489999999999906e+000	2.801789e+000	2.801789e+000
6.499999999999906e+000	2.799217e+000	2.799217e+000
6.509999999999906e+000	2.796631e+000	2.796631e+000
6.519999999999905e+000	2.794032e+000	2.794032e+000
6.529999999999905e+000	2.791420e+000	2.791420e+000
6.539999999999905e+000	2.788795e+000	2.788795e+000
6.549999999999905e+000	2.786156e+000	2.786156e+000
6.559999999999905e+000	2.783505e+000	2.783505e+000
6.569999999999904e+000	2.780841e+000	2.780841e+000
6.579999999999904e+000	2.778164e+000	2.778164e+000
6.589999999999904e+000	2.775475e+000	2.775475e+000
6.599999999999904e+000	2.772773e+000	2.772773e+000
6.609999999999904e+000	2.770059e+000	2.770059e+000
6.619999999999903e+000	2.767333e+000	2.767333e+000
6.629999999999903e+000	2.764595e+000	2.764595e+000
6.639999999999903e+000	2.761846e+000	2.761846e+000
6.649999999999903e+000	2.759084e+000	2.759084e+000
6.659999999999902e+000	2.756311e+000	2.756311e+000
6.669999999999902e+000	2.753527e+000	2.753527e+000
6.679999999999902e+000	2.750731e+000	2.750731e+000
6.689999999999902e+000	2.747924e+000	2.747924e+000
6.699999999999902e+000	2.745106e+000	2.745106e+000
6.709999999999901e+000	2.742277e+000	2.742277e+000
6.719999999999901e+000	2.739437e+000	2.739437e+000
6.729999999999901e+000	2.736586e+000	2.736586e+000
6.739999999999901e+000	2.733725e+000	2.733725e+000
6.749999999999901e+000	2.730854e+000	2.730854e+000
6.759999999999900e+000	2.727972e+000	2.727972e+000
6.769999999999900e+000	2.725079e+000	2.725079e+000
6.779999999999900e+000	2.722177e+000	2.722177e+000
6.789999999999900e+000	2.719265e+000	2.719265e+000
6.799999999999900e+000	2.716342e+000	2.716342e+000
6.809999999999899e+000	2.713411e+000	2.713411e+000
6.819999999999899e+000	2.710469e+000	2.710469e+000
6.829999999999899e+000	2.707518e+000	2.707518e+000
6.839999999999899e+000	2.704557e+000	2.704557e+000
6.849999999999898e+000	2.701587e+000	2.701587e+000
6.859999999999898e+000	2.698609e+000	2.698609e+000
6.869999999999898e+000	2.695621e+000	2.695621e+000
6.879999999999898e+000	2.692623e+000	2.692623e+000
6.889999999999898e+000	2.689618e+000	2.689618e+000
6.899999999999897e+000	2.686603e+000	2.686603e+000
6.909999999999897e+000	2.683580e+000	2.683580e+000
6.919999999999897e+000	2.680548e+000	2.680548e+000
6.929999999999897e+000	2.677508e+000	2.677508e+000
6.939999999999897e+000	2.674459e+000	2.674459e+000
6.949999999999896e+000	2.671402e+000	2.671402e+000
6.959999999999896e+000	2.668338e+000	2.668338e+000
6.969999999999896e+000	2.665265e+000	2.665265e+000
6.979999999999896e+000	2.662184e+000	2.662184e+000
6.989999999999895e+000	2.659096e+000	2.659096e+000
6.999999999999895e+000	2.655999e+000	2.655999e+000
7.009999999999895e+000	2.652895e+000	2.652895e+000
7.019999999999895e+000	2.649784e+000	2.649784e+000
7.029999999999895e+000	2.646666e+000	2.646666e+000
7.039999999999894e+000	2.643540e+000	2.643540e+000
7.049999999999894e+000	2.640407e+000	2.640407e+000
7.059999999999894e+000	2.637266e+000	2.637266e+000
7.069999999999894e+000	2.634119e+000	2.634119e+000
7.079999999999894e+000	2.630965e+000	2.630965e+000
7.089999999999893e+000	2.627804e+000	2.627804e+000
7.099999999999893e+000	2.624637e+000	2.624637e+000
7.109999999999893e+000	2.621463e+000	2.621463e+000
7.119999999999893e+000	2.618282e+000	2.618282e+000
7.129999999999892e+000	2.615095e+000	2.615095e+000
7.139999999999892e+000	2.611902e+000	2.611902e+000
7.149999999999892e+000	2.608702e+000	2.608702e+000
7.159999999999892e+000	2.605497e+000	2.605497e+000
7.169999999999892e+000	2.602285e+000	2.602285e+000
7.179999999999891e+000	2.599067e+000	2.599067e+000
7.189999999999891e+000	2.595844e+000	2.595844e+000
7.199999999999891e+000	2.592615e+000	2.592615e+000
7.209999999999891e+000	2.589380e+000	2.589380e+000
7.219999999999891e+000	2.586140e+000	2.586140e+000
7.229999999999890e+000	2.582894e+000	2.582894e+000
7.239999999999890e+000	2.579643e+000	2.579643e+000
7.249999999999890e+000	2.576387e+000	2.576387e+000
7.259999999999890e+000	2.573125e+000	2.573125e+000
7.269999999999889e+000	2.569859e+000	2.569859e+000
7.279999999999889e+000	2.566587e+000	2.566587e+000
7.289999999999889e+000	2.563310e+000	2.563310e+000
7.299999999999889e+000	2.560029e+000	2.560029e+000
7.309999999999889e+000	2.556743e+000	2.556743e+000
7.319999999999888e+000	2.553452e+000	2.553452e+000
7.329999999999888e+000	2.550157e+000	2.550157e+000
7.339999999999888e+000	2.546857e+000	2.546857e+000
7.349999999999888e+000	2.543553e+000	2.543553e+000
7.359999999999888e+000	2.540244e+000	2.540244e+000
7.369999999999887e+000	2.536932e+000	2.536932e+000
7.379999999999887e+000	2.533615e+000	2.533615e+000
7.389999999999887e+000	2.530294e+000	2.530294e+000
7.399999999999887e+000	2.526970e+000	2.526970e+000
7.409999999999887e+000	2.523641e+000	2.523641e+000
7.419999999999886e+000	2.520309e+000	2.520309e+000
7.429999999999886e+000	2.516973e+000	2.516973e+000
7.439999999999886e+000	2.513634e+000	2.513634e+000
7.449999999999886e+000	2.510291e+000	2.510291e+000
7.459999999999885e+000	2.506944e+000	2.506944e+000
7.469999999999885e+000	2.503595e+000	2.503595e+000
7.479999999999885e+000	2.500242e+000	2.500242e+000
7.489999999999885e+000	2.496886e+000	2.496886e+000
7.499999999999885e+000	2.493527e+000	2.493527e+000
7.509999999999884e+000	2.490165e+000	2.490165e+000
7.519999999999884e+000	2.486801e+000	2.486801e+000
7.529999999999884e+000	2.483433e+000	2.483433e+000
7.539999999999884e+000	2.480063e+000	2.480063e+000
7.549999999999884e+000	2.476691e+000	2.476691e+000
7.559999999999883e+000	2.473315e+000	2.473315e+000
7.569999999999883e+000	2.469938e+000	2.469938e+000
7.579999999999883e+000	2.466558e+000	2.466558e+000
7.589999999999883e+000	2.463176e+000	2.463176e+000
7.599999999999882e+000	2.459791e+000	2.459791e+000
7.609999999999882e+000	2.456405e+000	2.456405e+000
7.619999999999882e+000	2.453017e+000	2.453017e+000
7.629999999999882e+000	2.449627e+000	2.449627e+000
7.639999999999882e+000	2.446235e+000	2.446235e+000
7.649999999999881e+000	2.442842e+000	2.442842e+000
7.659999999999881e+000	2.439447e+000	2.439447e+000
7.669999999999881e+000	2.436051e+000	2.436051e+000
7.679999999999881e+000	2.432653e+000	2.432653e+000
7.689999999999881e+000	2.429254e+000	2.429254e+000
7.699999999999880e+000	2.425853e+000	2.425853e+000
7.709999999999880e+000	2.422452e+000	2.422452e+000
7.719999999999880e+000	2.419050e+000	2.419050e+000
7.729999999999880e+000	2.415647e+000	2.415647e+000
7.739999999999879e+000	2.412243e+000	2.412243e+000
7.749999999999879e+000	2.408838e+000	2.408838e+000
7.759999999999879e+000	2.405433e+000	2.405433e+000
7.769999999999879e+000	2.402027e+000	2.402027e+000
7.779999999999879e+000	2.398621e+000	2.398621e+000
7.789999999999878e+000	2.395215e+000	2.395215e+000
7.799999999999878e+000	2.391808e+000	2.391808e+000
7.809999999999878e+000	2.388402e+000	2.388402e+000
7.819999999999878e+000	2.384995e+000	2.384995e+000
7.829999999999878e+000	2.381588e+000	2.381588e+000
7.839999999999877e+000	2.378182e+000	2.378182e+000
7.849999999999877e+000	2.374777e+000	2.374777e+000
7.859999999999877e+000	2.371371e+000	2.371371e+000
7.869999999999877e+000	2.367966e+000	2.367966e+000
7.879999999999876e+000	2.364562e+000	2.364562e+000
7.889999999999876e+000	2.361159e+000	2.361159e+000
7.899999999999876e+000	2.357757e+000	2.357757e+000
7.909999999999876e+000	2.354356e+000	2.354356e+000
7.919999999999876e+000	2.350955e+000	2.350955e+000
7.929999999999875e+000	2.347556e+000	2.347556e+000
7.939999999999875e+000	2.344159e+000	2.344159e+000
7.949999999999875e+000	2.340763e+000	2.340763e+000
7.959999999999875e+000	2.337368e+000	2.337368e+000
7.969999999999875e+000	2.333976e+000	2.333976e+000
7.979999999999874e+000	2.330585e+000	2.330585e+000
7.989999999999874e+000	2.327197e+000	2.327197e+000
7.999999999999874e+000	2.323810e+000	2.323810e+000
8.009999999999874e+000	2.320426e+000	2.320426e+000
8.019999999999874e+000	2.317044e+000	2.317044e+000
8.029999999999873e+000	2.313664e+000	2.313664e+000
8.039999999999873e+000	2.310288e+000	2.310288e+000
8.049999999999873e+000	2.306914e+000	2.306914e+000
8.059999999999873e+000	2.303543e+000	2.303543e+000
8.069999999999872e+000	2.300175e+000	2.300175e+000
8.079999999999872e+000	2.296811e+000	2.296811e+000
8.089999999999872e+000	2.293450e+000	2.293450e+000
8.099999999999872e+000	2.290092e+000	2.290092e+000
8.109999999999872e+000	2.286738e+000	2.286738e+000
8.119999999999871e+000	2.283388e+000	2.283388e+000
8.129999999999871e+000	2.280042e+000	2.280042e+000
8.139999999999871e+000	2.276700e+000	2.276700e+000
8.149999999999871e+000	2.273362e+000	2.273362e+000
8.159999999999871e+000	2.270030e+000	2.270030e+000
8.169999999999870e+000	2.266701e+000	2.266701e+000
8.179999999999870e+000	2.263377e+000	2.263377e+000
8.189999999999870e+000	2.260059e+000	2.260059e+000
8.199999999999870e+000	2.256746e+000	2.256746e+000
8.209999999999869e+000	2.253438e+000	2.253438e+000
8.219999999999869e+000	2.250135e+000	2.250135e+000
8.229999999999869e+000	2.246839e+000	2.246839e+000
8.239999999999869e+000	2.243548e+000	2.243548e+000
8.249999999999869e+000	2.240264e+000	2.240264e+000
8.259999999999868e+000	2.236985e+000	2.236985e+000
8.269999999999868e+000	2.233714e+000	2.233714e+000
8.279999999999868e+000	2.230449e+000	2.230449e+000
8.289999999999868e+000	2.227191e+000	2.227191e+000
8.299999999999868e+000	2.223941e+000	2.223941e+000
8.309999999999867e+000	2.220698e+000	2.220698e+000
8.319999999999867e+000	2.217462e+000	2.217462e+000
8.329999999999867e+000	2.214234e+000	2.214234e+000
8.339999999999867e+000	2.211015e+000	2.211015e+000
8.349999999999866e+000	2.207804e+000	2.207804e+000
8.359999999999866e+000	2.204602e+000	2.204602e+000
8.369999999999866e+000	2.201408e+000	2.201408e+000
8.379999999999866e+000	2.198224e+000	2.198224e+000
8.389999999999866e+000	2.195049e+000	2.195049e+000
8.399999999999865e+000	2.191883e+000	2.191883e+000
8.409999999999865e+000	2.188728e+000	2.188728e+000
8.419999999999865e+000	2.185583e+000	2.185583e+000
8.429999999999865e+000	2.182449e+000	2.182449e+000
8.439999999999865e+000	2.179325e+000	2.179325e+000
8.449999999999864e+000	2.176213e+000	2.176213e+000
8.459999999999864e+000	2.173112e+000	2.173112e+000
8.469999999999864e+000	2.170023e+000	2.170023e+000
8.479999999999864e+000	2.166947e+000	2.166947e+000
8.489999999999863e+000	2.163882e+000	2.163882e+000
8.499999999999863e+000	2.160831e+000	2.160831e+000
8.509999999999863e+000	2.157793e+000	2.157793e+000
8.519999999999863e+000	2.154769e+000	2.154769e+000
8.529999999999863e+000	2.151758e+000	2.151758e+000
8.539999999999862e+000	2.148762e+000	2.148762e+000
8.549999999999862e+000	2.145782e+000	2.145782e+000
8.559999999999862e+000	2.142816e+000	2.142816e+000
8.569999999999862e+000	2.139865e+000	2.139865e+000
8.579999999999862e+000	2.136931e+000	2.136931e+000
8.589999999999861e+000	2.134014e+000	2.134014e+000
8.599999999999861e+000	2.131113e+000	2.131113e+000
8.609999999999861e+000	2.128230e+000	2.128230e+000
8.619999999999861e+000	2.125365e+000	2.125365e+000
8.629999999999860e+000	2.122519e+000	2.122519e+000
8.639999999999860e+000	2.119692e+000	2.119692e+000
8.649999999999860e+000	2.116884e+000	2.116884e+000
8.659999999999860e+000	2.114096e+000	2.114096e+000
8.669999999999860e+000	2.111329e+000	2.111329e+000
8.679999999999859e+000	2.108582e+000	2.108582e+000
8.689999999999859e+000	2.105858e+000	2.105858e+000
8.699999999999859e+000	2.103157e+000	2.103157e+000
8.709999999999859e+000	2.100478e+000	2.100478e+000
8.719999999999859e+000	2.097822e+000	2.097822e+000
8.729999999999858e+000	2.095191e+000	2.095191e+000
8.739999999999858e+000	2.092586e+000	2.092586e+000
8.749999999999858e+000	2.090005e+000	2.090005e+000
8.759999999999858e+000	2.087451e+000	2.087451e+000
8.769999999999858e+000	2.084924e+000	2.084924e+000
8.779999999999857e+000	2.082425e+000	2.082425e+000
8.789999999999857e+000	2.079954e+000	2.079954e+000
8.799999999999857e+000	2.077512e+000	2.077512e+000
8.809999999999857e+000	2.075100e+000	2.075100e+000
8.819999999999856e+000	2.072719e+000	2.072719e+000
8.829999999999856e+000	2.070369e+000	2.070369e+000
8.839999999999856e+000	2.068051e+000	2.068051e+000
8.849999999999856e+000	2.065767e+000	2.065767e+000
8.859999999999856e+000	2.063516e+000	2.063516e+000
8.869999999999855e+000	2.061300e+000	2.061300e+000
8.879999999999855e+000	2.059119e+000	2.059119e+000
8.889999999999855e+000	2.056975e+000	2.056975e+000
8.899999999999855e+000	2.054867e+000	2.054867e+000
8.909999999999855e+000	2.052797e+000	2.052797e+000
8.919999999999854e+000	2.050766e+000	2.050766e+000
8.929999999999854e+000	2.048774e+000	2.048774e+000
8.939999999999854e+000	2.046822e+000	2.046822e+000
8.949999999999854e+000	2.044910e+000	2.044910e+000
8.959999999999853e+000	2.043041e+000	2.043041e+000
8.969999999999853e+000	2.041213e+000	2.041213e+000
8.979999999999853e+000	2.039428e+000	2.039428e+000
8.989999999999853e+000	2.037686e+000	2.037686e+000
8.999999999999853e+000	2.035989e+000	2.035989e+000
9.009999999999852e+000	2.034336e+000	2.034336e+000
9.019999999999852e+000	2.032727e+000	2.032727e+000
9.029999999999852e+000	2.031164e+000	2.031164e+000
9.039999999999852e+000	2.029647e+000	2.029647e+000
9.049999999999852e+000	2.028175e+000	2.028175e+000
9.059999999999851e+000	2.026750e+000	2.026750e+000
9.069999999999851e+000	2.025371e+000	2.025371e+000
9.079999999999851e+000	2.024038e+000	2.024038e+000
9.089999999999851e+000	2.022751e+000	2.022751e+000
9.099999999999850e+000	2.021511e+000	2.021511e+000
9.109999999999850e+000	2.020316e+000	2.020316e+000
9.119999999999850e+000	2.019168e+000	2.019168e+000
9.129999999999850e+000	2.018064e+000	2.018064e+000
9.139999999999850e+000	2.017005e+000	2.017005e+000
9.149999999999849e+000	2.015991e+000	2.015991e+000
9.159999999999849e+000	2.015020e+000	2.015020e+000
9.169999999999849e+000	2.014092e+000	2.014092e+000
9.179999999999849e+000	2.013207e+000	2.013207e+000
9.189999999999849e+000	2.012362e+000	2.012362e+000
9.199999999999848e+000	2.011558e+000	2.011558e+000
9.209999999999848e+000	2.010794e+000	2.010794e+000
9.219999999999848e+000	2.010067e+000	2.010067e+000
9.229999999999848e+000	2.009378e+000	2.009378e+000
9.239999999999847e+000	2.008725e+000	2.008725e+000
9.249999999999847e+000	2.008106e+000	2.008106e+000
9.259999999999847e+000	2.007522e+000	2.007522e+000
9.269999999999847e+000	2.006969e+000	2.006969e+000
9.279999999999847e+000	2.006448e+000	2.006448e+000
9.289999999999846e+000	2.005957e+000	2.005957e+000
9.299999999999846e+000	2.005494e+000	2.005494e+000
9.309999999999846e+000	2.005059e+000	2.005059e+000
9.319999999999846e+000	2.004650e+000	2.004650e+000
9.329999999999846e+000	2.004266e+000	2.004266e+000
9.339999999999845e+000	2.003905e+000	2.003905e+000
9.349999999999845e+000	2.003567e+000	2.003567e+000
9.359999999999845e+000	2.003250e+000	2.003250e+000
9.369999999999845e+000	2.002953e+000	2.002953e+000
9.379999999999845e+000	2.002675e+000	2.002675e+000
9.389999999999844e+000	2.002416e+000	2.002416e+000
9.399999999999844e+000	2.002173e+000	2.002173e+000
9.409999999999844e+000	2.001946e+000	2.001946e+000
9.419999999999844e+000	2.001735e+000	2.001735e+000
9.429999999999843e+000	2.001537e+000	2.001537e+000
9.439999999999843e+000	2.001353e+000	2.001353e+000
9.449999999999843e+000	2.001181e+000	2.001181e+000
9.459999999999843e+000	2.001021e+000	2.001021e+000
9.469999999999843e+000	2.000872e+000	2.000872e+000
9.479999999999842e+000	2.000734e+000	2.000734e+000
9.489999999999842e+000	2.000604e+000	2.000604e+000
9.499999999999842e+000	2.000484e+000	2.000484e+000
9.509999999999842e+000	2.000372e+000	2.000372e+000
9.519999999999842e+000	2.000268e+000	2.000268e+000
9.529999999999841e+000	2.000171e+000	2.000171e+000
9.539999999999841e+000	2.000081e+000	2.000081e+000
9.549999999999841e+000	1.999997e+000	1.999997e+000
9.559999999999841e+000	1.999919e+000	1.999919e+000
9.569999999999840e+000	1.999847e+000	1.999847e+000
9.579999999999840e+000	1.999779e+000	1.999779e+000
9.589999999999840e+000	1.999717e+000	1.999717e+000
9.599999999999840e+000	1.999658e+000	1.999658e+000
9.609999999999840e+000	1.999604e+000	1.999604e+000
9.619999999999839e+000	1.999554e+000	1.999554e+000
9.629999999999839e+000	1.999507e+000	1.999507e+000
9.639999999999839e+000	1.999463e+000	1.999463e+000
9.649999999999839e+000	1.999423e+000	1.999423e+000
9.659999999999839e+000	1.999385e+000	1.999385e+000
9.669999999999838e+000	1.999350e+000	1.999350e+000
9.679999999999838e+000	1.999317e+000	1.999317e+000
9.689999999999838e+000	1.999287e+000	1.999287e+000
9.699999999999838e+000	1.999258e+000	1.999258e+000
9.709999999999837e+000	1.999232e+000	1.999232e+000
9.719999999999837e+000	1.999207e+000	1.999207e+000
9.729999999999837e+000	1.999184e+000	1.999184e+000
9.739999999999837e+000	1.999163e+000	1.999163e+000
9.749999999999837e+000	1.999143e+000	1.999143e+000
9.759999999999836e+000	1.999124e+000	1.999124e+000
9.769999999999836e+000	1.999106e+000	1.999106e+000
9.779999999999836e+000	1.999090e+000	1.999090e+000
9.789999999999836e+000	1.999075e+000	1.999075e+000
9.799999999999836e+000	1.999060e+000	1.999060e+000
9.809999999999835e+000	1.999047e+000	1.999047e+000
9.819999999999835e+000	1.999034e+000	1.999034e+000
9.829999999999835e+000	1.999022e+000	1.999022e+000
9.839999999999835e+000	1.999011e+000	1.999011e+000
9.849999999999834e+000	1.999000e+000	1.999000e+000
9.859999999999834e+000	1.998990e+000	1.998990e+000
9.869999999999834e+000	1.998980e+000	1.998980e+000
9.879999999999834e+000	1.998971e+000	1.998971e+000
9.889999999999834e+000	1.998963e+000	1.998963e+000
9.899999999999833e+000	1.998955e+000	1.998955e+000
9.909999999999833e+000	1.998947e+000	1.998947e+000
9.919999999999833e+000	1.998939e+000	1.998939e+000
9.929999999999833e+000	1.998932e+000	1.998932e+000
9.939999999999833e+000	1.998925e+000	1.998925e+000
9.949999999999832e+000	1.998919e+000	1.998919e+000
9.959999999999832e+000	1.998913e+000	1.998913e+000
9.969999999999832e+000	1.998906e+000	1.998906e+000
9.979999999999832e+000	1.998901e+000	1.998901e+000
9.989999999999832e+000	1.998895e+000	1.998895e+000
9.999999999999831e+000	1.998889e+000	1.998889e+000
1.000999999999983e+001	1.998884e+000	1.998884e+000
1.001999999999983e+001	1.998879e+000	1.998879e+000
1.002999999999983e+001	1.998873e+000	1.998873e+000
1.003999999999983e+001	1.998868e+000	1.998868e+000
1.004999999999983e+001	1.998863e+000	1.998863e+000
1.005999999999983e+001	1.998858e+000	1.998858e+000
1.006999999999983e+001	1.998853e+000	1.998853e+000
1.007999999999983e+001	1.998849e+000	1.998849e+000
1.008999999999983e+001	1.998844e+000	1.998844e+000
1.009999999999983e+001	1.998839e+000	1.998839e+000
1.010999999999983e+001	1.998834e+000	1.998834e+000
1.011999999999983e+001	1.998829e+000	1.998829e+000
1.012999999999983e+001	1.998825e+000	1.998825e+000
1.013999999999983e+001	1.998820e+000	1.998820e+000
1.014999999999983e+001	1.998815e+000	1.998815e+000
1.015999999999983e+001	1.998810e+000	1.998810e+000
1.016999999999983e+001	1.998805e+000	1.998805e+000
1.017999999999983e+001	1.998801e+000	1.998801e+000
1.018999999999983e+001	1.998796e+000	1.998796e+000
1.019999999999983e+001	1.998791e+000	1.998791e+000
1.020999999999983e+001	1.998785e+000	1.998785e+000
1.021999999999983e+001	1.998780e+000	1.998780e+000
1.022999999999983e+001	1.998775e+000	1.998775e+000
1.023999999999983e+001	1.998770e+000	1.998770e+000
1.024999999999983e+001	1.998764e+000	1.998764e+000
1.025999999999983e+001	1.998759e+000	1.998759e+000
1.026999999999983e+001	1.998753e+000	1.998753e+000
1.027999999999983e+001	1.998748e+000	1.998748e+000
1.028999999999983e+001	1.998742e+000	1.998742e+000
